Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
2439,-1,69,0.0,35.33789743,Empty,born,fuse
2838,-1,469,0.0,14.562409969999997,Pocillopora,born,none
2839,-1,470,0.0,11.904321699999999,Astrea_curta,born,none
2854,-1,485,0.0,10.844347849999998,Pocillopora,born,none
2879,-1,510,0.0,19.291524069999994,Porites_massive,born,none
2902,-1,533,0.0,6.783832639999999,Astrea_curta,born,none
2903,-1,534,0.0,12.01847273,Astrea_curta,born,none
2942,-1,573,0.0,23.12373722,Goniastrea_stelligera,born,none
2943,-1,574,0.0,106.94320781999997,Goniastrea_stelligera,born,none
2278,-1,52,0.0,23.270502829999995,Pavona_submassive,dead,none
2278,-1,53,0.0,2038.1503333599999,Pavona_submassive,dead,none
576,40,-1,101.67595314999998,0.0,Porites_massive,dead,none
576,41,-1,2.72331743,0.0,Porites_massive,dead,none
1821,86,-1,22.650825809999997,0.0,Pocillopora,dead,none
1826,91,-1,4.50081204,0.0,Pavona_submassive,dead,none
1826,91,-1,4.50081204,0.0,Pavona_submassive,dead,none
564,114,-1,17.64448778,0.0,Astrea_curta,dead,none
112,188,-1,2.6091664,0.0,Hydnophora_microconos,dead,none
556,223,-1,41.95865716999999,0.0,Pocillopora,dead,none
570,340,-1,69.9582741,0.0,Pocillopora,dead,none
290,347,-1,368.02292071999995,0.0,Pocillopora,dead,none
9,379,-1,9.458228199999999,0.0,Goniastrea_stelligera,dead,none
340,404,-1,391.76633495999994,0.0,Pocillopora,dead,none
161,560,-1,55.95031198999999,0.0,Pocillopora,dead,none
130,575,-1,14.073191269999997,0.0,Porites_massive,dead,none
130,576,-1,2.9516194899999992,0.0,Porites_massive,dead,none
130,577,-1,14.758097449999998,0.0,Porites_massive,dead,none
130,578,-1,11.333566549999999,0.0,Porites_massive,dead,none
130,579,-1,15.736534849999996,0.0,Porites_massive,dead,none
130,580,-1,1.6959581599999998,0.0,Porites_massive,dead,none
267,585,-1,10.175748959999998,0.0,Porites_massive,dead,none
1649,602,-1,2.82116117,0.0,Astrea_curta,dead,none
1169,606,-1,9.58868652,0.0,Astrea_curta,dead,none
1174,607,-1,3.0494632299999993,0.0,Astrea_curta,dead,none
429,608,-1,7.1752076,0.0,Astrea_curta,dead,none
537,610,-1,7.71334817,0.0,Astrea_curta,dead,none
9,630,-1,19.242602199999997,0.0,Goniastrea_stelligera,dead,none
147,631,-1,5.2183328,0.0,Goniastrea_stelligera,dead,none
147,632,-1,2.9353122,0.0,Goniastrea_stelligera,dead,none
147,633,-1,1.64703629,0.0,Goniastrea_stelligera,dead,none
2,0,459,342.7140066399999,418.86905093999997,Pocillopora,grow,n/s
7,2,0,294.55857926999994,443.90074108999994,Pocillopora,grow,n/s
12,4,1,347.60619363999996,407.6496354199999,Pocillopora,grow,n/s
437,5,2,145.98286008,184.51698634999997,Astrea_curta,grow,n/s
13,8,458,65.84883701999999,88.43443366999998,Astrea_curta,grow,n/s
13,9,3,80.37863241,86.54278803,Astrea_curta,grow,n/s
456,13,9,411.0578590299999,469.86194677,Porites_massive,grow,n/s
1749,14,29,39.49625638,51.53103639999999,Porites_massive,grow,n/s
21,18,7,723.5870718799998,1000.9903820699999,Pavona_submassive,grow,n/s
437,19,8,611.42553126,717.9447495399999,Pavona_submassive,grow,n/s
23,24,12,219.34935779,285.16558022999993,Pocillopora,grow,n/s
26,26,16,509.3582031499999,612.35504679,Pavona_submassive,grow,n/s
30,29,19,319.23150904,398.81108423999996,Pocillopora,grow,n/s
1766,31,21,132.90441349999998,187.50122041999995,Pocillopora,grow,n/s
1774,39,31,17.954326289999997,62.52214986,Pocillopora,grow,n/s
1777,42,39,127.81653902,156.95766625,Pavona_submassive,grow,n/s
1625,51,42,148.93447956999998,173.91724785,Pavona_submassive,grow,n/s
42,54,46,351.3242557599999,398.07725618999996,Pocillopora,grow,n/s
1791,56,44,11.85539983,48.95448457999999,Pocillopora,grow,n/s
47,61,48,394.2450430399999,470.6283893999999,Pocillopora,grow,n/s
