Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
2970,-1,54,0.0,4.746164633099999,Porites_massive,born,none
3064,-1,148,0.0,98.56038789629999,Pavona_submassive,born,none
3099,-1,183,0.0,12.2160732309,Pocillopora,born,none
3166,-1,250,0.0,99.97934433299999,Porites_massive,born,none
3297,-1,381,0.0,37.77359893559999,Porites_massive,born,none
3301,-1,385,0.0,26.3893277538,Astrea_curta,born,none
3407,-1,491,0.0,9.704357239499998,Astrea_curta,born,none
1730,-1,519,0.0,10.226272250699997,Astrea_curta,born,none
3441,-1,525,0.0,4.4852071275,Astrea_curta,born,none
3442,-1,526,0.0,4.8277138536,Astrea_curta,born,none
3544,-1,628,0.0,5.577966682199999,Astrea_curta,born,none
2932,-1,16,0.0,402.15182597369994,Pocillopora_grandis,dead,none
2966,-1,50,0.0,239.9993559315,Pocillopora_grandis,dead,none
2976,-1,60,0.0,1278.039383676,Pocillopora_grandis,dead,none
2982,-1,66,0.0,127.91810727629998,Pocillopora,dead,none
3069,-1,153,0.0,91.88966165939999,Pocillopora_grandis,dead,none
3113,-1,197,0.0,20.631952786499998,Porites_massive,dead,none
3262,-1,346,0.0,98.85396509009998,Hydnophora_microconos,dead,none
3266,-1,350,0.0,54.0508233474,Hydnophora_microconos,dead,none
3267,-1,351,0.0,15.575901115499999,Hydnophora_microconos,dead,none
1923,10,-1,4.436277595199999,0.0,Porites_massive,dead,none
1925,12,-1,8.807315813999997,0.0,Astrea_curta,dead,none
1926,13,-1,4.1100807131999995,0.0,Astrea_curta,dead,none
1942,29,-1,2705.7215869694996,0.0,Acropora_branching,dead,none
1946,33,-1,334.3191843617999,0.0,Acropora_branching,dead,none
300,34,-1,164.07703164599997,0.0,Pocillopora,dead,none
1948,35,-1,304.1949023090999,0.0,Acropora_branching,dead,none
1953,40,-1,45.81435207689999,0.0,Goniastrea_stelligera,dead,none
1955,42,-1,1276.1474417603997,0.0,Acropora_branching,dead,none
1960,47,-1,2.6585045882999996,0.0,Astrea_curta,dead,none
1962,49,-1,83.2617541305,0.0,Acropora_branching,dead,none
1963,50,-1,45.92852098559999,0.0,Acropora_branching,dead,none
1964,51,-1,42.7481013861,0.0,Goniastrea_stelligera,dead,none
616,59,-1,33.66351822239999,0.0,Porites_massive,dead,none
1973,60,-1,37.87145800019999,0.0,Pavona_submassive,dead,none
1974,61,-1,510.3187120448999,0.0,Goniastrea_stelligera,dead,none
1981,68,-1,164.79466478639995,0.0,Acropora_branching,dead,none
1983,70,-1,161.38590736949996,0.0,Goniastrea_stelligera,dead,none
1985,72,-1,118.49101738649999,0.0,Goniastrea_stelligera,dead,none
1989,76,-1,7.763485791599999,0.0,Goniastrea_stelligera,dead,none
1990,77,-1,384.1783777755,0.0,Goniastrea_stelligera,dead,none
1991,78,-1,241.80974862659997,0.0,Pavona_submassive,dead,none
1512,81,-1,16.489252385099995,0.0,Pocillopora,dead,none
1998,85,-1,326.4741493497,0.0,Goniastrea_stelligera,dead,none
2002,89,-1,97.19036099189998,0.0,Pocillopora_grandis,dead,none
2005,92,-1,20.827670915699997,0.0,Acropora_branching,dead,none
1016,94,-1,21.1864874859,0.0,Astrea_curta,dead,none
1259,97,-1,73.41060829409999,0.0,Pocillopora,dead,none
2012,99,-1,33.06005399069999,0.0,Goniastrea_stelligera,dead,none
2013,100,-1,111.88553052599998,0.0,Goniastrea_stelligera,dead,none
2014,101,-1,128.96193729869998,0.0,Pavona_submassive,dead,none
2025,112,-1,15.3964928304,0.0,Porites_massive,dead,none
2029,116,-1,70.37697729149998,0.0,Pavona_submassive,dead,none
1500,119,-1,47.216998669499986,0.0,Porites_massive,dead,none
23,120,-1,381.5851125636,0.0,Pocillopora,dead,none
2041,128,-1,24.4973858382,0.0,Pavona_submassive,dead,none
2042,129,-1,14.0101560819,0.0,Pavona_submassive,dead,none
2043,130,-1,265.55688163619993,0.0,Pavona_submassive,dead,none
2045,132,-1,43.3189459296,0.0,Pavona_submassive,dead,none
1499,138,-1,94.92329266199998,0.0,Porites_massive,dead,none
2053,140,-1,28.901043745199996,0.0,Pavona_submassive,dead,none
431,141,-1,16.1141259708,0.0,Astrea_curta,dead,none
2055,142,-1,33.369941028599996,0.0,Pavona_submassive,dead,none
2060,147,-1,352.96133616809993,0.0,Goniastrea_stelligera,dead,none
2063,150,-1,99.0823029075,0.0,Pavona_submassive,dead,none
1676,151,-1,38.70326004929999,0.0,Astrea_curta,dead,none
1673,152,-1,9.019343787299999,0.0,Astrea_curta,dead,none
2068,155,-1,243.91371851549994,0.0,Goniastrea_stelligera,dead,none
2071,158,-1,211.58760750929997,0.0,Pavona_submassive,dead,none
2072,159,-1,22.654373454899996,0.0,Goniastrea_stelligera,dead,none
2073,160,-1,208.96172260919997,0.0,Goniastrea_stelligera,dead,none
2075,162,-1,33.1742228994,0.0,Goniastrea_stelligera,dead,none
2076,163,-1,79.33108170239998,0.0,Goniastrea_stelligera,dead,none
2079,166,-1,22.050909223199998,0.0,Porites_massive,dead,none
2082,169,-1,444.932547048,0.0,Goniastrea_stelligera,dead,none
995,170,-1,18.3648844566,0.0,Pavona_massive,dead,none
2086,173,-1,20.5340937219,0.0,Goniastrea_stelligera,dead,none
40,176,-1,208.57028635079993,0.0,Pocillopora,dead,none
2090,177,-1,2491.8342914420996,0.0,Acropora_branching,dead,none
2091,178,-1,14.5810006254,0.0,Pavona_submassive,dead,none
2092,179,-1,107.98747778609999,0.0,Pavona_submassive,dead,none
2094,181,-1,4.8766433859,0.0,Goniastrea_stelligera,dead,none
2096,183,-1,26.862313232699993,0.0,Acropora_branching,dead,none
2104,191,-1,67.03345925099998,0.0,Goniastrea_stelligera,dead,none
2106,193,-1,347.30182026539995,0.0,Goniastrea_stelligera,dead,none
2107,194,-1,19.5391932318,0.0,Pocillopora,dead,none
1894,195,-1,11.416890869999998,0.0,Astrea_curta,dead,none
