Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
4346,-1,86,0.0,2.27026476,Porites_massive,born,none
4351,-1,91,0.0,1.66594968,Porites_massive,born,none
4388,-1,128,0.0,25.02191088,Porites_massive,born,none
4403,-1,143,0.0,1.6169511600000002,Porites_massive,born,none
4412,-1,152,0.0,15.450866640000001,Porites_massive,born,none
4419,-1,159,0.0,0.6533136,Porites_massive,born,none
4425,-1,165,0.0,5.994152280000001,Porites_massive,born,none
4437,-1,177,0.0,29.170452240000003,Porites_massive,born,none
4449,-1,189,0.0,3.62589048,Porites_massive,born,none
4463,-1,203,0.0,300.50792316,Hydnophora_microconos,born,none
4464,-1,204,0.0,16.92082224,Hydnophora_microconos,born,none
4496,-1,236,0.0,10.649011680000001,Hydnophora_microconos,born,none
4497,-1,237,0.0,25.936549919999997,Hydnophora_microconos,born,none
4532,-1,272,0.0,2.89091268,Hydnophora_microconos,born,none
4587,-1,327,0.0,9.571044239999999,Astrea_curta,born,none
4591,-1,331,0.0,4.93251768,Astrea_curta,born,none
4592,-1,332,0.0,4.55686236,Astrea_curta,born,none
4596,-1,336,0.0,2.3519289600000004,Astrea_curta,born,none
4597,-1,337,0.0,2.56425588,Astrea_curta,born,none
4598,-1,338,0.0,1.81294524,Astrea_curta,born,none
4635,-1,375,0.0,1.3229600400000001,Astrea_curta,born,none
4636,-1,376,0.0,1.1432988000000002,Astrea_curta,born,none
4647,-1,387,0.0,1.6822825200000002,Astrea_curta,born,none
4653,-1,393,0.0,2.5315902,Astrea_curta,born,none
4656,-1,396,0.0,1.6496168400000002,Astrea_curta,born,none
4657,-1,397,0.0,4.75285644,Astrea_curta,born,none
4658,-1,398,0.0,2.0089393200000005,Astrea_curta,born,none
4662,-1,402,0.0,1.43728992,Astrea_curta,born,none
4680,-1,420,0.0,4.94885052,Astrea_curta,born,none
4682,-1,422,0.0,5.84715672,Astrea_curta,born,none
4697,-1,437,0.0,6.1411478399999995,Astrea_curta,born,none
4701,-1,441,0.0,4.23020556,Astrea_curta,born,none
