Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
437,-1,24,0.0,8.186259579999998,Pavona_submassive,born,none
437,-1,30,0.0,11.056342619999999,Pavona_submassive,born,none
652,-1,57,0.0,52.67254669999999,Porites_massive,born,none
653,-1,58,0.0,53.585754939999994,Pavona_submassive,born,none
661,-1,66,0.0,81.40599167999999,Pavona_submassive,born,none
665,-1,70,0.0,39.316876189999995,Pavona_massive,born,none
2278,-1,83,0.0,1.76118732,Pavona_submassive,born,none
2278,-1,89,0.0,7.142593019999998,Pavona_submassive,born,none
432,-1,91,0.0,9.083160529999999,Astrea_curta,born,none
2278,-1,95,0.0,9.931139609999999,Pavona_submassive,born,none
2278,-1,103,0.0,116.89065471999999,Pavona_submassive,born,none
94,-1,126,0.0,3.29407258,Pavona_submassive,born,fuse
153,-1,159,0.0,66.46851403999999,Porites_massive,born,none
759,-1,164,0.0,57.61365556999999,Porites_massive,born,none
894,-1,299,0.0,88.77688675999998,Porites_massive,born,none
919,-1,324,0.0,27.151637849999997,Goniastrea_stelligera,born,none
993,-1,398,0.0,8.545019959999998,Hydnophora_microconos,born,none
996,-1,401,0.0,11.056342619999999,Pocillopora,born,none
1039,-1,444,0.0,5.430327569999999,Astrea_curta,born,none
1040,-1,445,0.0,33.80501217,Pavona_massive,born,none
1056,-1,460,0.0,17.66079507,Porites_massive,born,none
1056,-1,461,0.0,17.13896179,Porites_massive,born,none
2278,-1,479,0.0,4.8269578399999995,Pavona_submassive,born,none
1095,-1,500,0.0,101.41503651,Porites_massive,born,none
1096,-1,501,0.0,10.779118689999997,Pavona_massive,born,none
1096,-1,503,0.0,6.506608709999999,Pavona_massive,born,none
437,-1,536,0.0,1.54919255,Pavona_massive,born,none
1132,-1,537,0.0,7.860113779999999,Porites_massive,born,none
1134,-1,539,0.0,35.20743910999999,Hydnophora_microconos,born,none
1162,-1,568,0.0,40.507308359999996,Goniastrea_stelligera,born,none
1163,-1,569,0.0,15.410389049999997,Pocillopora,born,none
1164,-1,570,0.0,5.283561959999999,Porites_massive,born,none
1168,-1,574,0.0,5.365098409999999,Astrea_curta,born,none
1169,-1,575,0.0,6.359843099999999,Astrea_curta,born,none
1171,-1,576,0.0,6.58814516,Porites_massive,born,none
1171,-1,577,0.0,2.2177914399999996,Porites_massive,born,none
1173,-1,579,0.0,4.64757765,Goniastrea_stelligera,born,none
1174,-1,580,0.0,4.5660412,Astrea_curta,born,none
1175,-1,581,0.0,6.88167638,Pocillopora,born,none
1177,-1,583,0.0,5.120489059999999,Astrea_curta,born,none
1179,-1,585,0.0,6.653374319999999,Pocillopora,born,none
171,-1,586,0.0,13.567665279999998,Pavona_massive,born,none
1183,-1,589,0.0,7.827499199999998,Porites_massive,born,none
