Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
1484,-1,237,0.0,5.349628864799999,Porites_massive,born,none
1499,-1,251,0.0,43.98764953769999,Porites_massive,born,none
1499,-1,252,0.0,8.905174878599999,Porites_massive,born,none
1500,-1,253,0.0,16.7339000466,Porites_massive,born,none
1501,-1,254,0.0,12.884776838999997,Porites_massive,born,none
1502,-1,255,0.0,13.700269043999997,Porites_massive,born,none
1503,-1,256,0.0,12.183453542699997,Porites_massive,born,none
1504,-1,257,0.0,12.623819333399997,Porites_massive,born,none
1507,-1,260,0.0,30.809295504899996,Porites_massive,born,none
1511,-1,264,0.0,35.3108124765,Porites_massive,born,none
1562,-1,315,0.0,36.7297689132,Hydnophora_microconos,born,none
1564,-1,317,0.0,143.0536426011,Hydnophora_microconos,born,none
1577,-1,330,0.0,36.061065305099994,Hydnophora_microconos,born,none
1636,-1,389,0.0,25.557525704699998,Hydnophora_microconos,born,none
1637,-1,391,0.0,13.308832785599998,Hydnophora_microconos,born,none
1638,-1,392,0.0,9.622808018999997,Hydnophora_microconos,born,none
1639,-1,393,0.0,18.788940403199998,Hydnophora_microconos,born,none
1641,-1,395,0.0,8.2527811146,Hydnophora_microconos,born,none
1642,-1,396,0.0,12.803227618499998,Hydnophora_microconos,born,none
1648,-1,402,0.0,18.1691663274,Astrea_curta,born,none
1650,-1,404,0.0,33.15791305529999,Astrea_curta,born,none
1673,-1,427,0.0,7.747175947499999,Astrea_curta,born,none
1674,-1,428,0.0,7.160021559899999,Astrea_curta,born,none
1675,-1,429,0.0,72.51356686859998,Astrea_curta,born,none
1676,-1,430,0.0,25.883722586699996,Astrea_curta,born,none
1691,-1,445,0.0,6.670726236899998,Astrea_curta,born,none
1699,-1,453,0.0,2.4954061472999998,Astrea_curta,born,none
1703,-1,457,0.0,80.8642070478,Goniastrea_stelligera,born,none
1708,-1,459,0.0,1.3700269043999997,Astrea_curta,born,none
1708,-1,460,0.0,5.8552340318999985,Astrea_curta,born,none
1708,-1,461,0.0,2.9194620939,Astrea_curta,born,none
1708,-1,462,0.0,3.4413771051,Astrea_curta,born,none
1723,-1,477,0.0,25.688004457499996,Astrea_curta,born,none
1724,-1,478,0.0,11.498440090499999,Astrea_curta,born,none
1730,-1,484,0.0,10.682947885499997,Astrea_curta,born,none
1738,-1,492,0.0,4.8277138536,Astrea_curta,born,none
1743,-1,497,0.0,14.352662807999998,Astrea_curta,born,none
