Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
4658,-1,9,0.0,3.88113502,Pocillopora,born,none
4659,-1,10,0.0,6.734910769999999,Pocillopora,born,none
4664,-1,15,0.0,4.5660412,Goniastrea_stelligera,born,none
4669,-1,20,0.0,7.142593019999998,Goniastrea_stelligera,born,none
4680,-1,31,0.0,19.095836589999998,Goniastrea_stelligera,born,none
4693,-1,44,0.0,14.95378493,Acropora_branching,born,none
4697,-1,48,0.0,88.92365237,Acropora_branching,born,none
4700,-1,51,0.0,241.60880863999998,Acropora_branching,born,none
4701,-1,52,0.0,208.29301516999996,Pocillopora,born,none
4703,-1,54,0.0,3.7180621199999995,Acropora_branching,born,none
4709,-1,60,0.0,31.880751949999993,Pavona_submassive,born,none
4712,-1,63,0.0,23.841257979999995,Pocillopora,born,none
4720,-1,71,0.0,8.333025189999999,Astrea_curta,born,none
4727,-1,78,0.0,41.126985379999994,Porites_massive,born,none
4730,-1,81,0.0,211.81538980999994,Acropora_branching,born,none
4734,-1,85,0.0,68.55584716,Acropora_branching,born,none
4740,-1,91,0.0,29.287892839999994,Porites_massive,born,none
4746,-1,97,0.0,82.51488739999999,Acropora_branching,born,none
4747,-1,98,0.0,3.2614579999999993,Astrea_curta,born,none
4749,-1,100,0.0,31.750293629999998,Acropora_branching,born,none
4754,-1,105,0.0,8.496098089999998,Acropora_branching,born,none
4759,-1,110,0.0,24.020638169999998,Pavona_submassive,born,none
4762,-1,113,0.0,236.19478836,Acropora_branching,born,none
4763,-1,114,0.0,15.883300459999997,Pavona_submassive,born,none
4766,-1,117,0.0,19.34044594,Pavona_submassive,born,none
4767,-1,118,0.0,4.5660412,Acropora_branching,born,none
4772,-1,123,0.0,3.489760059999999,Acropora_branching,born,none
4774,-1,125,0.0,6.033697299999999,Porites_massive,born,none
4775,-1,126,0.0,2.2667133099999996,Astrea_curta,born,none
4778,-1,129,0.0,8.25148874,Acropora_branching,born,none
4783,-1,134,0.0,11.659712349999998,Pavona_submassive,born,none
4784,-1,135,0.0,5.98477543,Porites_massive,born,none
4787,-1,138,0.0,17.090039919999995,Acropora_branching,born,none
4793,-1,144,0.0,1.7774946099999998,Porites_massive,born,none
4794,-1,145,0.0,13.486128829999998,Porites_massive,born,none
4797,-1,148,0.0,2.8048538799999996,Pavona_submassive,born,none
4801,-1,152,0.0,7.2730513399999985,Pavona_submassive,born,none
4802,-1,153,0.0,8.871165759999998,Goniastrea_stelligera,born,none
4813,-1,164,0.0,6.685988899999999,Pavona_submassive,born,none
4817,-1,168,0.0,2.6417809799999996,Pavona_submassive,born,none
4818,-1,169,0.0,41.76296969,Acropora_branching,born,none
4820,-1,171,0.0,24.200018359999998,Pocillopora,born,none
4822,-1,173,0.0,38.38736066,Acropora_branching,born,none
4831,-1,182,0.0,15.410389049999997,Astrea_curta,born,none
4832,-1,183,0.0,107.31827548999999,Pavona_submassive,born,none
4833,-1,184,0.0,12.295696659999999,Pavona_submassive,born,none
4834,-1,185,0.0,209.80959313999995,Acropora_branching,born,none
4835,-1,186,0.0,1.4350415199999997,Pavona_submassive,born,none
4836,-1,187,0.0,0.9621301099999998,Pavona_submassive,born,none
4837,-1,188,0.0,4.158358949999999,Pavona_submassive,born,none
4838,-1,189,0.0,11.708634219999999,Goniastrea_stelligera,born,none
4840,-1,191,0.0,2.46240079,Pocillopora,born,none
4841,-1,192,0.0,10.224670829999999,Pocillopora,born,none
4843,-1,194,0.0,789.55005993,Pocillopora_grandis,born,none
4844,-1,195,0.0,22.520367489999995,Acropora_branching,born,none
4847,-1,198,0.0,8.07210855,Goniastrea_stelligera,born,none
4853,-1,204,0.0,3.571296509999999,Astrea_curta,born,none
4854,-1,205,0.0,5.462942149999999,Astrea_curta,born,none
4855,-1,206,0.0,1.2882759099999999,Pavona_submassive,born,none
4860,-1,211,0.0,3.0983851,Pavona_submassive,born,none
