Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
491,-1,1,0.0,307.5540456893039,Acropora_branching,born,none
492,-1,2,0.0,218.91913027905596,Goniastrea_stelligera,born,none
493,-1,4,0.0,139.655307246984,Astrea_curta,born,none
494,-1,5,0.0,110.74483649000699,Hydnophora_microconos,born,none
495,-1,7,0.0,209.05996017284997,Hydnophora_microconos,born,none
496,-1,8,0.0,40.51045142648999,Astrea_curta,born,none
497,-1,9,0.0,222.107904768852,Pavona_massive,born,none
498,-1,10,0.0,80.077285912122,Astrea_curta,born,none
499,-1,11,0.0,218.88659176385397,Pavona_massive,born,none
500,-1,13,0.0,566.2677800604059,Goniastrea_stelligera,born,none
501,-1,15,0.0,401.8343934870989,Hydnophora_microconos,born,none
502,-1,16,0.0,35.889982267806,Astrea_curta,born,none
503,-1,17,0.0,100.23489607976099,Pavona_massive,born,none
504,-1,18,0.0,85.90168013327998,Astrea_curta,born,none
505,-1,20,0.0,8.020743997293,Acropora_branching,born,none
506,-1,21,0.0,45.29361316118399,Astrea_curta,born,none
507,-1,22,0.0,48.51492616618199,Pavona_massive,born,none
508,-1,23,0.0,7.418781466056,Acropora_branching,born,none
509,-1,24,0.0,129.38940570075297,Pavona_submassive,born,none
510,-1,25,0.0,139.31365283736298,Hydnophora_microconos,born,none
511,-1,26,0.0,29.805279925032,Hydnophora_microconos,born,none
512,-1,28,0.0,147.07408871303997,Pavona_submassive,born,none
513,-1,29,0.0,79.06859194085999,Astrea_curta,born,none
514,-1,30,0.0,1212.3850764265198,Pavona_massive,born,none
515,-1,31,0.0,168.69593206476895,Hydnophora_microconos,born,none
516,-1,32,0.0,17.294220829862997,Hydnophora_microconos,born,none
517,-1,33,0.0,91.18918885360499,Hydnophora_microconos,born,none
518,-1,34,0.0,141.021924885468,Goniastrea_stelligera,born,none
519,-1,36,0.0,1061.0321729644168,Acropora_branching,born,none
520,-1,37,0.0,342.63056507705994,Acropora_branching,born,none
521,-1,38,0.0,20.596880122866,Astrea_curta,born,none
522,-1,39,0.0,69.616153274679,Astrea_curta,born,none
523,-1,40,0.0,45.667806086007,Hydnophora_microconos,born,none
524,-1,41,0.0,52.58224056643199,Hydnophora_microconos,born,none
525,-1,42,0.0,276.15437851937395,Goniastrea_stelligera,born,none
526,-1,43,0.0,23.59042352145,Astrea_curta,born,none
527,-1,45,0.0,136.10860908996597,Hydnophora_microconos,born,none
528,-1,47,0.0,62.604103248647995,Goniastrea_stelligera,born,none
529,-1,48,0.0,33.937671355686,Hydnophora_microconos,born,none
530,-1,49,0.0,126.85140151499698,Acropora_branching,born,none
531,-1,50,0.0,100.57655048938199,Acropora_branching,born,none
532,-1,52,0.0,107.75129309142298,Astrea_curta,born,none
533,-1,53,0.0,142.27465772074498,Pavona_massive,born,none
534,-1,54,0.0,53.29808790087599,Pavona_submassive,born,none
535,-1,55,0.0,264.684551910669,Astrea_curta,born,none
536,-1,56,0.0,189.61819733965498,Hydnophora_microconos,born,none
537,-1,57,0.0,24.745540811121,Acropora_branching,born,none
538,-1,58,0.0,42.88576303623599,Astrea_curta,born,none
539,-1,59,0.0,561.435810552909,Pavona_submassive,born,none
540,-1,60,0.0,62.05094849021398,Astrea_curta,born,none
541,-1,61,0.0,360.282709574145,Hydnophora_microconos,born,none
542,-1,63,0.0,19.116377681175,Goniastrea_stelligera,born,none
543,-1,65,0.0,339.295367268855,Hydnophora_microconos,born,none
544,-1,66,0.0,178.132101473349,Goniastrea_stelligera,born,none
545,-1,67,0.0,198.68017382341196,Hydnophora_microconos,born,none
