"Site","GenSiteID","GenID","size_2013","size_2014","size_2015","size_2016","size_2017","size_2018","size_2019","Fate_2013","Fate_2014","Fate_2015","Fate_2016","Fate_2017","Fate_2018"
"FR8","FR8_1238",1238,32.9621949261,38.7684994257,7.8124153239,30.3200001819,32.9621949261,30.1569017409,14.6299301577,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_1239",1239,38.4586123878,45.4881551949,31.7715763068,38.1161056617,38.4586123878,5.219150112,0,"alive","alive","alive","alive","alive","died"
"FR8","FR8_1240",1240,54.2791611648,59.6777195619,39.6655408512,43.2047770209,54.2791611648,2.3812372386,0,"alive","alive","alive","alive","alive","died"
"FR8","FR8_1241",1241,39.3882735015,51.4738679796,22.5402045462,47.0865199167,39.3882735015,53.4310492716,9.1008930078,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_1242",0,0,0,42.6665521656,28.2649598253,0,0,0,"BC","recruit","alive","died","AD","AD"
"FR8","FR8_1243",1243,30.1569017409,0,12.4444110483,33.0926736789,30.1569017409,0,0,"BC","recruit","AD","AD","AD","AD"
"FR8","FR8_1244",1244,41.427004014,30.7603659726,16.8643787994,51.9631633026,41.427004014,14.8745778192,25.2313288227,"alive","alive","alive","alive","alive","alive"
"FR8","FR8_1648",1648,23.2741475307,30.9723939459,0,18.1691663274,23.2741475307,27.8735235669,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1650",1650,34.5116301156,34.9846155945,0,33.1579130553,34.5116301156,59.367832524,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1673",1673,9.0193437873,0,0,7.7471759475,9.0193437873,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1674",1674,25.280258355,33.5004197814,0,7.1600215599,25.280258355,19.0988274411,53.9203445946,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1675",0,0,0,0,72.5135668686,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1676",1676,38.7032600493,0,0,25.8837225867,38.7032600493,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1691",1691,10.6992577296,19.1640668175,0,6.6707262369,10.6992577296,14.6462400018,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1699",0,0,0,0,2.4954061473,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1708",1708,11.2211727408,29.9448737676,0,13.5861001353,11.2211727408,25.8021733662,7.1110920276,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1723",1723,38.8337388021,51.6369664206,0,25.6880044575,38.8337388021,26.1283702482,12.8358473067,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1724",1724,17.9082088218,38.7032600493,0,11.4984400905,17.9082088218,50.8704037479,15.657450336,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1730",1730,10.8460463265,21.4148253033,0,10.6829478855,10.8460463265,40.6278216531,29.9448737676,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1738",0,0,0,0,4.8277138536,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1743",1743,28.8194945247,31.7715763068,0,14.352662808,28.8194945247,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1744",1744,22.6380636108,15.9999570621,0,16.7175902025,22.6380636108,24.1059495798,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1747",1747,15.6248306478,20.6156429424,0,4.2568693101,15.6248306478,23.0294998692,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1758",0,0,0,0,6.7522754574,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1759",0,0,0,0,4.0122216486,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1760",0,0,0,0,6.3445293549,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1761",0,0,0,0,2.3975470827,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1766",1766,16.0162669062,0,0,17.7124906926,16.0162669062,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1769",1769,41.3780744817,50.723615151,0,25.9163422749,41.3780744817,24.5463153705,42.242496219,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1771",0,0,0,0,10.1447230302,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1772",1772,6.6217967046,0,0,11.6778483756,6.6217967046,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1773",1773,12.2650027632,16.6686606702,0,12.1834535427,12.2650027632,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1778",1778,26.748144324,42.1772568426,0,25.4107371078,26.748144324,45.4555355067,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1782",1782,24.4158366177,41.5085532345,0,23.1273589338,24.4158366177,23.3720065953,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1792",1792,26.5198065066,46.9234214757,0,12.069284634,26.5198065066,0,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1797",0,0,0,0,14.5483809372,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1798",1798,15.7716192447,16.0815062826,0,11.8409468166,15.7716192447,9.9000753687,15.9673373739,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1814",0,0,0,0,118.0995811281,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1827",1827,90.2749870935,85.1047665138,0,53.9529642828,90.2749870935,22.0672190673,0,"BC","BC","recruit","AD","AD","AD"
"FR8","FR8_1828",0,0,0,0,7.3231200009,0,0,0,"BC","BC","recruit","died","AD","AD"
"FR8","FR8_1830",0,0,0,0,7.6166971947,0,0,0,"BC","BC","recruit","died","AD","AD"
