"Site","GenSiteID","Class","Year","CoralSize","log_CoralSize","Recruitment","Mortality","GrowthRate","Next_Year_Mortality","Max_DHW","Max_DHW_Lag1","Max_DHW_Lag2","Mortality_Lag1","FirstYear","first_recruitment_year","first_mortality_year","SiteMortality_Prop","SiteMortality_Prop_Lag1"
"FR14","FR14_5866","coral_F",2019,3.39191632,1.22139504781403,1,0,0,0,6.3129,4.63,0,0,0,2019,NA,0.198215124471584,0.198215124471584
"FR14","FR14_5872","coral_D",2019,38.94180852,3.66206844262521,1,0,0,0,6.3129,4.63,0,0,0,2019,NA,0.198215124471584,0.198215124471584
"FR14","FR14_5882","coral_G",2019,9.75175942,2.27744772206335,1,0,0,0,6.3129,4.63,0,0,0,2019,NA,0.198215124471584,0.198215124471584
"FR14","FR14_61","coral_I",2019,186.16402264,5.22662812726939,0,0,-0.527676539301256,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_64","coral_I",2019,1248.58396614,7.12976536107474,0,0,-0.267646873641507,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_65","coral_I",2019,476.59685754,6.16667097114731,0,0,-0.00249466169529703,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_67","coral_I",2019,90.70114698,4.50757000290662,0,0,0.506102288327682,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_69","coral_G",2019,307.44133837,5.7282842995193,0,0,-0.147345785996905,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_7","coral_G",2019,254.5567969,5.53952398162219,0,0,0.058772558316891,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_70","coral_I",2019,2583.2378089,7.85679885579561,0,0,-0.0708176895115807,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_716","coral_I",2019,55.41217142,4.01479927034459,1,0,0,0,6.3129,4.63,0,0,0,2014,2017,0.198215124471584,0.198215124471584
"FR14","FR14_75","coral_I",2019,404.87739612,6.00358429564626,0,0,0.194331522948536,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_78","coral_G",2019,295.61855312,5.6890699513805,0,0,0.0794177191419521,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_79","coral_I",2019,14.5134881,2.6750784308389,0,0,-0.448711128594284,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_813","coral_I",2019,61.83724368,4.12450583148763,1,0,0,0,6.3129,4.63,0,0,0,2014,2017,0.198215124471584,0.198215124471584
"FR14","FR14_816","coral_I",2019,45.79087032,3.82408473325841,0,0,-0.00355492731292372,0,6.3129,4.63,0,0,0,2014,NA,0.198215124471584,0.198215124471584
"FR14","FR14_819","coral_I",2019,29.23897097,3.37550244171785,1,0,0,0,6.3129,4.63,0,0,0,2014,2016,0.198215124471584,0.198215124471584
"FR14","FR14_823","coral_I",2019,348.92708413,5.85486297237966,0,0,-0.0827102615158681,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_84","coral_G",2019,466.95924915,6.14624199294067,0,0,0.145481076736202,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_844","coral_G",2019,225.26890406,5.41729481776163,0,0,0.213077832634186,0,6.3129,4.63,0,0,0,2014,NA,0.198215124471584,0.198215124471584
"FR14","FR14_853","coral_I",2019,841.47247129,6.73515329923954,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.198215124471584,0.198215124471584
"FR14","FR14_857","coral_I",2019,112.30830623,4.72124782365741,1,0,0,0,6.3129,4.63,0,1,0,2014,2018,0.198215124471584,0.198215124471584
"FR14","FR14_864","coral_I",2019,53.39006746,3.97762472604379,1,0,0,0,6.3129,4.63,0,0,0,2014,2016,0.198215124471584,0.198215124471584
"FR14","FR14_865","coral_I",2019,54.25435383,3.99368324413119,0,0,-0.839019453259573,0,6.3129,4.63,0,0,0,2014,NA,0.198215124471584,0.198215124471584
"FR14","FR14_87","coral_G",2019,546.1311421,6.30285913390096,0,0,0.112586052795955,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_870","coral_I",2019,30.90231455,3.43083108562924,1,0,0,0,6.3129,4.63,0,1,0,2014,2018,0.198215124471584,0.198215124471584
"FR14","FR14_90","coral_G",2019,384.78681484,5.95268945323568,0,0,0.106133072954992,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_902","coral_D",2019,157.2022756,5.0575333557173,0,0,0.120223771165553,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_91","coral_G",2019,311.7953848,5.7423471547181,0,0,0.0345871134121067,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_915","coral_D",2019,69.1429096,4.23617551633872,0,0,0.00876471322088672,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_922","coral_D",2019,117.05372762,4.76263303982027,0,0,-0.0414793432005389,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_927","coral_B",2019,40.09962611,3.69136701032891,0,0,-1.05864845006872,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_928","coral_B",2019,48.13912008,3.87409515383308,0,0,0.302241019327347,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_93","coral_I",2019,439.51408008,6.0856697531991,0,0,-0.267414622093122,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_94","coral_I",2019,104.92110386,4.65320867591169,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.198215124471584,0.198215124471584
"FR14","FR14_948","coral_B",2019,13.5350507,2.60528266890336,0,0,-1.2932406696743,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_951","coral_B",2019,63.54950913,4.15181927345142,0,0,-1.00055263068855,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_954","coral_B",2019,13.60027986,2.61009037047146,0,0,-2.57358197604504,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_957","coral_B",2019,34.245309,3.53354959182423,0,0,0.393395384020834,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_97","coral_I",2019,853.89862627,6.74981248214075,0,0,0.550192761455193,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_970","coral_B",2019,42.90447999,3.75897624915301,0,0,0.28628940273248,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_983","coral_B",2019,6.63706703,1.89267015355531,0,0,-0.0146344075184378,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_989","coral_B",2019,63.64735287,4.15335773529333,0,0,0.237790391858573,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_995","coral_B",2019,62.57107173,4.13630305835967,0,0,0.0771799861348918,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR14","FR14_997","coral_B",2019,23.35203928,3.1506843156333,0,0,-0.0329700192375698,0,6.3129,4.63,0,0,0,NA,NA,0.198215124471584,0.198215124471584
"FR36","FR36_0","coral_I",2019,630.694040160366,6.44682086406156,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.539634146341464
"FR36","FR36_1","coral_I",2019,112.469377795713,4.72268098722061,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_106","coral_G",2019,199.770214082679,5.29716777643585,0,0,-0.710545241861421,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_107","coral_I",2019,109.231795533114,4.69347218881532,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_1089","coral_I",2019,11.941635079134,2.48003103988986,1,0,0,0,6.3129,4.63,0,0,0,2016,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_111","coral_I",2019,196.548901077681,5.28091126079491,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_112","coral_I",2019,181.662530372766,5.20215073714565,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_116","coral_I",2019,360.380325119751,5.8871599324564,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_119","coral_I",2019,547.981134516882,6.30624086029134,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_120","coral_I",2019,142.014349599129,4.95592810601069,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_1209","coral_I",2019,25.786773297585,3.24986169758672,1,0,0,0,6.3129,4.63,0,1,0,2016,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_121","coral_I",2019,571.571558038332,6.34838968631235,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_1212","coral_I",2019,36.589560344649,3.59976296323466,1,0,0,0,6.3129,4.63,0,0,0,2016,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_1216","coral_G",2019,186.315538046652,5.22744167749335,0,0,0.434929171561286,0,6.3129,4.63,0,0,0,2016,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_1219","coral_I",2019,14.853832189713,2.69825789187031,1,0,0,0,6.3129,4.63,0,1,0,2016,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_122","coral_I",2019,193.522819163895,5.2653954340124,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_1220","coral_I",2019,26.437543601625,3.27478510603918,1,0,0,0,6.3129,4.63,0,0,0,2019,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_1221","coral_I",2019,60.781946397336,4.10729281062407,1,0,0,0,6.3129,4.63,0,0,0,2016,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_1222","coral_I",2019,41.502876140151,3.72576272941715,1,0,0,0,6.3129,4.63,0,0,0,2016,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_1233","coral_G",2019,187.080193153899,5.23153736532401,0,0,0.451923008469513,0,6.3129,4.63,0,0,0,2016,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_1234","coral_G",2019,135.490377301128,4.90890062157015,0,0,-0.16204451342599,0,6.3129,4.63,0,0,0,2016,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_125","coral_I",2019,311.133282361524,5.74022138102134,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_1251","coral_I",2019,22.793229899001,3.12646355761235,1,0,0,0,6.3129,4.63,0,1,0,2016,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_1252","coral_I",2019,3.2538515202,1.17983937782338,1,0,0,0,6.3129,4.63,0,0,0,2016,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_1258","coral_I",2019,42.332608277802,3.74555767034779,1,0,0,0,6.3129,4.63,0,0,0,2016,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_1274","coral_G",2019,143.852775708042,4.96879038566153,0,0,0.256725363769592,1,6.3129,4.63,4.63,0,0,2017,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_1297","coral_G",2019,37.028830299876,3.61169680652156,0,0,1.24706744378902,0,6.3129,4.63,0,0,0,2018,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_131","coral_I",2019,40.868375093712,3.71035653886343,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_133","coral_I",2019,1028.94919697525,6.93629336335699,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_14","coral_I",2019,309.327394767813,5.73440024598493,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_140","coral_G",2019,102.122129961477,4.62616944959287,0,0,-1.43123086810142,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_141","coral_I",2019,235.25346491046,5.4606635069881,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_146","coral_I",2019,80.321324776137,4.3860351495342,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_149","coral_I",2019,810.062605211391,6.69711153506417,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_150","coral_I",2019,190.268967643695,5.24843869029362,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_156","coral_I",2019,340.092560891304,5.82921781847579,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_158","coral_I",2019,181.874030721579,5.20331430854567,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_159","coral_I",2019,343.622989790721,5.83954509645948,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_162","coral_I",2019,777.654244070199,6.65628200903396,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_169","coral_I",2019,992.554867721808,6.90028229337269,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_174","coral_I",2019,1417.81699215435,7.25687363822309,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_179","coral_I",2019,420.186116061027,6.0406977466014,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_180","coral_I",2019,1361.93209229491,7.21665962665216,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_182","coral_I",2019,147.301858319454,4.99248393927125,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_186","coral_I",2019,142.111965144735,4.9566152338435,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_187","coral_G",2019,111.314260506042,4.71235737681289,0,0,-1.16308686446979,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_188","coral_I",2019,499.075746168276,6.21275788016009,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_198","coral_I",2019,220.969056736782,5.39802267694908,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_199","coral_I",2019,73.146582174096,4.29246540284887,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_2","coral_I",2019,224.710985985012,5.41481506978522,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_201","coral_I",2019,330.054428951487,5.79925757707667,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_202","coral_I",2019,35.841174495003,3.57909735807768,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_203","coral_I",2019,875.367405221805,6.77464368990983,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_205","coral_G",2019,104.529980086425,4.64947392103876,0,0,-0.889507218921039,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_207","coral_I",2019,60.798215654937,4.10756044076083,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_208","coral_I",2019,68.3308819242,4.2243618155468,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_21","coral_I",2019,213.208620861105,5.36227112703285,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_210","coral_G",2019,165.604773120579,5.10960406472768,0,0,-0.412676167987584,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_215","coral_I",2019,248.203793960856,5.5142501585556,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_217","coral_I",2019,373.623500806965,5.92324860803524,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_220","coral_G",2019,189.780889915665,5.24587019573087,0,0,-0.629391322057624,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_221","coral_G",2019,44.545227311538,3.79650501712374,0,0,-1.76041126564761,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_227","coral_G",2019,43.503994825074,3.77285276893723,0,0,-1.81218030284156,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_23","coral_I",2019,102.024514415871,4.62521312181836,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_233","coral_G",2019,119.497697079345,4.78329709988332,0,0,-0.608966128227761,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_239","coral_I",2019,28.324777483341,3.34373695104353,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_24","coral_I",2019,1189.90096242194,7.08162535778668,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_240","coral_I",2019,852.362674973991,6.74801211110758,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_241","coral_I",2019,2147.44438778639,7.6720337572653,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_243","coral_I",2019,93.841077842568,4.54160269024013,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_253","coral_I",2019,292.130789483556,5.67720161117716,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_257","coral_G",2019,102.203476249482,4.62696569137393,0,0,-0.913101953661914,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_258","coral_I",2019,216.21843351729,5.37628916298263,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_260","coral_I",2019,180.051873870267,5.19324499754013,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_268","coral_I",2019,133.684489707417,4.89548246920653,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_27","coral_I",2019,160.57757252187,5.07877714370287,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_270","coral_I",2019,75.456816753438,4.32356052909082,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_272","coral_I",2019,44.968228009164,3.8059561961629,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_276","coral_I",2019,34.425749083716,3.53880480425353,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_277","coral_I",2019,564.510700239498,6.33595933866161,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_278","coral_I",2019,160.300995142653,5.07705326759782,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_279","coral_I",2019,527.498139197223,6.2681453377558,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_28","coral_G",2019,252.629032028328,5.53192213612419,0,0,-0.401076305400731,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_281","coral_G",2019,180.393528279888,5.19514073270503,0,0,-0.0425520987580379,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_288","coral_G",2019,256.89157751979,5.54865411852503,0,0,0.100867072725477,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_289","coral_I",2019,1071.73734446587,6.977036297119,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_29","coral_I",2019,572.336213145579,6.34972660392127,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_293","coral_I",2019,2039.02605513333,7.62022754888091,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_297","coral_G",2019,113.055071069349,4.72787505458967,0,0,-1.42610850874755,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_299","coral_I",2019,1489.75964926597,7.3063700767103,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_30","coral_G",2019,235.302272683263,5.46087095434907,0,0,0.114831577203167,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_301","coral_I",2019,435.902218903593,6.07741794962734,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_31","coral_I",2019,97.989738530823,4.58486276431906,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_310","coral_G",2019,223.620945725745,5.40995241187469,0,0,-0.734757514677202,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_311","coral_I",2019,18.05887593711,2.89363730558172,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_313","coral_G",2019,278.236843492302,5.62847270599124,0,0,0.147613407338861,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_316","coral_G",2019,285.736971246363,5.65507170669708,0,0,-0.243578993603441,0,6.3129,4.63,0,0,0,NA,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_320","coral_I",2019,903.627105674742,6.80641678157061,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_330","coral_I",2019,163.538577405252,5.09704890993882,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_342","coral_G",2019,304.104963077892,5.71737291509566,0,0,-0.141723192068509,1,6.3129,4.63,4.63,0,0,2014,2014,0.0533536585365851,0.0533536585365851
"FR36","FR36_346","coral_I",2019,51.589815852771,3.94332428581369,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_352","coral_I",2019,128.348173214289,4.85474667437043,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_353","coral_I",2019,57.544364134737,4.05255620048082,1,0,0,0,6.3129,4.63,0,1,0,2019,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_354","coral_A",2019,35.597135630988,3.57226517481721,0,0,0.57841571883096,1,6.3129,4.63,4.63,0,0,2015,2015,0.0533536585365851,0.0533536585365851
"FR36","FR36_358","coral_I",2019,39.322795621617,3.67180439197882,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_369","coral_I",2019,16.122834282591,2.78023654560533,1,0,0,0,6.3129,4.63,0,0,0,2014,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_37","coral_I",2019,53.656011568098,3.98259351439489,1,0,0,0,6.3129,4.63,0,0,0,2019,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_374","coral_I",2019,28.829124468972,3.36138614244037,1,0,0,0,6.3129,4.63,0,1,0,2014,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_38","coral_I",2019,56.29163129946,4.03054587932711,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_380","coral_I",2019,54.355589644941,3.9955474536321,1,0,0,0,6.3129,4.63,0,1,0,2014,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_383","coral_I",2019,87.626221438986,4.47308028464689,1,0,0,0,6.3129,4.63,0,1,0,2014,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_386","coral_I",2019,35.841174495003,3.57909735807768,1,0,0,0,6.3129,4.63,0,1,0,2014,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_398","coral_G",2019,75.375470465433,4.32248189669199,0,0,1.14930367624219,0,6.3129,4.63,0,0,0,2015,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_400","coral_G",2019,96.785813468349,4.57250042846325,0,0,0.183431602823474,0,6.3129,4.63,0,0,0,2015,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_404","coral_I",2019,37.533177285507,3.6252252694491,1,0,0,0,6.3129,4.63,0,1,0,2015,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_406","coral_I",2019,18.725915498751,2.92990841999722,1,0,0,0,6.3129,4.63,0,0,0,2015,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_416","coral_I",2019,87.772644757395,4.47474988896758,1,0,0,0,6.3129,4.63,0,1,0,2015,2018,0.0533536585365851,0.0533536585365851
"FR36","FR36_421","coral_G",2019,129.535829019162,4.8639575148356,1,0,0,0,6.3129,6.3129,4.63,1,0,2015,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_425","coral_I",2019,27.267275739276,3.30568729231737,1,0,0,0,6.3129,4.63,0,0,0,2015,2016,0.0533536585365851,0.0533536585365851
"FR36","FR36_426","coral_I",2019,40.494182168889,3.70115831364293,1,0,0,0,6.3129,4.63,0,0,0,2015,2017,0.0533536585365851,0.0533536585365851
"FR36","FR36_428","coral_G",2019,115.755767831115,4.75148252179929,0,0,0.288666393701192,0,6.3129,4.63,0,0,0,2015,NA,0.0533536585365851,0.0533536585365851
"FR36","FR36_43","coral_I",2019,120.441314020203,4.79116261371844,1,0,0,0,6.3129,4.63,0,0,0,2019,2016,0.0533536585365851,0.0533536585365851
